mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm,opp_mp,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_game_score,opp_plus_minus,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_usg_pct,opp_off_rtg,opp_def_rtg,opp_bpm
240,45,93,.484,14,37,.378,9,14,.643,14,33,47,25,6,4,10,18,113,,,.570,.559,.398,.151,29.2,86.8,54.7,55.6,6.4,7.8,9.2,100.0,121.1,123.2,,240,44,85,.518,14,34,.412,13,17,.765,5,34,39,32,5,5,7,13,115,,,.622,.600,.400,.200,13.2,70.8,45.3,72.7,5.4,8.9,7.0,100.0,123.2,121.1,
240,47,88,.534,12,37,.324,26,29,.897,12,27,39,27,7,6,17,18,132,,,.655,.602,.420,.330,32.4,84.4,56.5,57.4,6.8,10.7,14.4,100.0,128.4,137.1,,240,53,87,.609,20,31,.645,15,20,.750,5,25,30,35,10,4,14,21,141,,,.736,.724,.356,.230,15.6,67.6,43.5,66.0,9.7,7.8,12.8,100.0,137.1,128.4,
240,42,90,.467,8,32,.250,12,17,.706,5,35,40,27,7,10,5,19,104,,,.533,.511,.356,.189,10.9,83.3,45.5,64.3,7.3,21.7,4.9,100.0,108.1,99.8,,240,32,79,.405,6,33,.182,26,29,.897,7,41,48,22,2,5,14,21,96,,,.523,.443,.418,.367,16.7,89.1,54.5,68.8,2.1,8.6,13.2,100.0,99.8,108.1,
240,38,75,.507,11,32,.344,20,27,.741,6,27,33,21,9,9,20,16,107,,,.616,.580,.427,.360,17.1,75.0,46.5,55.3,9.0,16.7,18.7,100.0,107.4,118.4,,240,43,83,.518,14,29,.483,18,20,.900,9,29,38,34,10,4,20,20,118,,,.643,.602,.349,.241,25.0,82.9,53.5,79.1,10.0,9.3,17.9,100.0,118.4,107.4,
240,45,87,.517,11,29,.379,16,22,.727,11,33,44,28,4,7,10,13,117,,,.605,.580,.333,.253,26.2,78.6,52.4,62.2,4.2,15.9,9.4,100.0,123.6,116.2,,240,40,90,.444,16,46,.348,14,17,.824,9,31,40,25,4,6,10,18,110,,,.564,.533,.511,.189,21.4,73.8,47.6,62.5,4.2,10.3,9.3,100.0,116.2,123.6,
240,42,91,.462,11,34,.324,20,22,.909,11,36,47,24,13,3,16,20,115,,,.571,.522,.374,.242,23.4,90.0,54.0,57.1,12.3,6.7,13.7,100.0,108.7,116.2,,240,42,84,.500,15,39,.385,24,29,.828,4,36,40,33,12,1,17,18,123,,,.636,.589,.464,.345,10.0,76.6,46.0,78.6,11.3,1.8,14.9,100.0,116.2,108.7,
265,45,93,.484,12,30,.400,27,32,.844,13,35,48,24,9,16,14,22,129,,,.602,.548,.323,.344,28.9,77.8,53.3,53.3,8.6,34.0,11.6,100.0,123.2,117.4,,265,42,92,.457,20,45,.444,19,26,.731,10,32,42,28,6,5,14,25,123,,,.595,.565,.489,.283,22.2,71.1,46.7,66.7,5.7,7.9,11.9,100.0,117.4,123.2,
240,43,79,.544,12,26,.462,20,22,.909,8,38,46,24,3,4,15,16,118,,,.665,.620,.329,.278,24.2,80.9,57.5,55.8,3.2,8.9,14.5,100.0,124.5,116.0,,240,42,91,.462,18,46,.391,8,13,.615,9,25,34,26,8,4,10,24,110,,,.569,.560,.505,.143,19.1,75.8,42.5,61.9,8.4,7.5,9.4,100.0,116.0,124.5,
265,43,99,.434,12,37,.324,10,14,.714,18,25,43,21,10,6,8,24,108,,,.514,.495,.374,.141,34.0,65.8,47.3,48.8,10.5,12.2,7.1,100.0,113.4,119.7,,265,41,88,.466,13,39,.333,19,26,.731,13,35,48,23,4,6,17,18,114,,,.573,.540,.443,.295,34.2,66.0,52.7,56.1,4.2,9.7,14.6,100.0,119.7,113.4,
240,51,92,.554,13,28,.464,21,29,.724,7,36,43,29,6,2,6,22,136,,,.649,.625,.304,.315,17.1,70.6,46.7,56.9,5.9,3.9,5.4,100.0,133.3,123.5,,240,44,94,.468,14,43,.326,24,29,.828,15,34,49,33,4,3,12,20,126,,,.590,.543,.457,.309,29.4,82.9,53.3,75.0,3.9,4.7,10.1,100.0,123.5,133.3,
240,38,83,.458,14,33,.424,15,17,.882,9,35,44,18,5,3,15,21,105,,,.580,.542,.398,.205,23.1,85.4,55.0,47.4,5.4,6.5,14.2,100.0,112.7,115.9,,240,40,83,.482,12,37,.324,16,21,.762,6,30,36,31,6,2,8,18,108,,,.585,.554,.446,.253,14.6,76.9,45.0,77.5,6.4,4.0,8.0,100.0,115.9,112.7,
240,44,94,.468,10,28,.357,14,16,.875,13,32,45,30,6,2,13,17,112,,,.554,.521,.298,.170,29.5,86.5,55.6,68.2,6.1,5.6,11.4,100.0,113.4,130.6,,240,45,83,.542,23,47,.489,16,21,.762,5,31,36,27,10,11,14,16,129,,,.699,.681,.566,.253,13.5,70.5,44.4,60.0,10.1,16.7,13.2,100.0,130.6,113.4,
240,41,95,.432,13,40,.325,19,21,.905,12,37,49,29,12,0,11,15,114,,,.547,.500,.421,.221,24.5,75.5,50.0,70.7,12.0,0.0,9.5,100.0,113.8,105.9,,240,40,88,.455,16,41,.390,10,14,.714,12,37,49,25,5,7,19,17,106,,,.563,.545,.466,.159,24.5,75.5,50.0,62.5,5.0,12.7,16.8,100.0,105.9,113.8,
240,39,98,.398,2,29,.069,15,18,.833,15,24,39,22,11,3,6,18,95,,,.448,.408,.296,.184,27.8,75.0,45.3,56.4,11.7,7.9,5.4,100.0,101.2,111.9,,240,37,75,.493,14,37,.378,17,23,.739,8,39,47,22,3,8,20,19,105,,,.617,.587,.493,.307,25.0,72.2,54.7,59.5,3.2,11.6,19.0,100.0,111.9,101.2,
