fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,off_rtg,def_rtg,Location,Opponent,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,opp_ts_pct,opp_efg_pct,opp_fg3a_per_fga_pct,opp_fta_per_fga_pct,opp_orb_pct,opp_drb_pct,opp_trb_pct,opp_ast_pct,opp_stl_pct,opp_blk_pct,opp_tov_pct,opp_off_rtg,opp_def_rtg,opp_Opponent
60,104,0.577,23,46,0.5,10,15,0.667,12,45,57,41,5,4,9,24,153,0.692,0.688,0.442,0.144,27.3,88.2,60.0,68.3,4.7,7.1,7.5,143.8,116.5,Home,UTA,43,92,0.467,12,36,0.333,26,32,0.813,6,32,38,27,4,8,8,15,124,0.584,0.533,0.391,0.348,11.8,72.7,40.0,62.8,3.8,13.8,7.0,116.5,143.8,NOP
32,82,0.39,9,36,0.25,10,14,0.714,8,33,41,24,9,5,20,16,83,0.471,0.445,0.439,0.171,17.0,84.6,47.7,75.0,9.1,9.1,18.5,84.0,108.3,Home,OKC,42,88,0.477,10,33,0.303,13,14,0.929,6,39,45,22,11,5,13,11,107,0.568,0.534,0.375,0.159,15.4,83.0,52.3,52.4,11.1,10.9,12.1,108.3,84.0,NOP
40,85,0.471,9,23,0.391,28,36,0.778,9,34,43,20,5,3,15,17,117,0.58,0.524,0.271,0.424,18.8,85.0,48.9,50.0,4.8,6.5,12.9,112.0,135.0,Away,MIL,51,91,0.56,20,45,0.444,19,25,0.76,6,39,45,30,12,0,9,25,141,0.691,0.67,0.495,0.275,15.0,81.3,51.1,58.8,11.5,0.0,8.1,135.0,112.0,NOP
46,91,0.505,10,35,0.286,10,13,0.769,9,31,40,21,7,6,12,14,112,0.579,0.56,0.385,0.143,20.9,83.8,50.0,45.7,7.2,15.4,11.0,115.0,121.1,Away,BOS,43,85,0.506,17,46,0.37,15,20,0.75,6,34,40,27,7,5,11,15,118,0.629,0.606,0.541,0.235,16.2,79.1,50.0,62.8,7.2,8.9,10.5,121.1,115.0,NOP
41,82,0.5,11,34,0.324,17,24,0.708,12,44,56,20,3,6,16,22,110,0.594,0.567,0.415,0.293,33.3,89.8,65.9,48.8,3.2,14.0,14.7,118.2,106.4,Away,HOU,35,87,0.402,13,44,0.295,16,17,0.941,5,24,29,19,11,2,5,21,99,0.524,0.477,0.506,0.195,10.2,66.7,34.1,54.3,11.8,4.2,5.0,106.4,118.2,NOP
46,95,0.484,7,26,0.269,15,21,0.714,13,26,39,29,14,3,9,17,114,0.547,0.521,0.274,0.221,26.0,59.1,41.5,63.0,14.1,5.3,7.9,115.1,114.1,Away,SAS,46,96,0.479,10,39,0.256,11,18,0.611,18,37,55,35,6,10,18,16,113,0.544,0.531,0.406,0.188,40.9,74.0,58.5,76.1,6.1,14.5,14.8,114.1,115.1,NOP
53,104,0.51,19,45,0.422,13,13,1.0,17,34,51,36,11,5,7,13,138,0.629,0.601,0.433,0.125,37.8,77.3,57.3,67.9,11.4,9.4,6.0,143.1,103.7,Home,TOR,40,84,0.476,10,31,0.323,10,15,0.667,10,28,38,27,4,6,18,12,100,0.552,0.536,0.369,0.179,22.7,62.2,42.7,67.5,4.1,10.2,16.6,103.7,143.1,NOP
47,88,0.534,12,32,0.375,11,16,0.688,8,30,38,30,13,5,15,17,117,0.616,0.602,0.364,0.182,21.6,78.9,50.7,63.8,13.1,10.9,13.6,118.3,107.1,Away,LAC,36,78,0.462,12,32,0.375,22,26,0.846,8,29,37,23,7,2,19,17,106,0.593,0.538,0.41,0.333,21.1,78.4,49.3,63.9,7.1,3.6,17.5,107.1,118.3,NOP
46,89,0.517,11,29,0.379,19,23,0.826,10,31,41,28,5,7,13,22,122,0.615,0.579,0.326,0.258,27.0,86.1,56.2,60.9,5.0,12.3,11.6,120.9,137.8,Away,LAL,49,88,0.557,14,31,0.452,27,32,0.844,5,27,32,32,5,5,8,20,139,0.681,0.636,0.352,0.364,13.9,73.0,43.8,65.3,5.0,8.3,7.3,137.8,120.9,NOP
36,76,0.474,10,27,0.37,11,16,0.688,8,28,36,27,9,6,12,14,93,0.56,0.539,0.355,0.211,20.5,71.8,46.2,75.0,10.4,10.9,12.6,107.2,96.9,Away,POR,33,76,0.434,6,21,0.286,12,17,0.706,11,31,42,19,7,4,18,14,84,0.503,0.474,0.276,0.224,28.2,79.5,53.8,57.6,8.1,8.2,17.7,96.9,107.2,NOP
32,78,0.41,13,35,0.371,19,24,0.792,12,37,49,21,12,4,19,18,96,0.542,0.494,0.449,0.308,26.7,92.5,57.6,65.6,12.5,10.8,17.7,100.1,90.7,Away,MEM,34,81,0.42,12,44,0.273,7,8,0.875,3,33,36,28,7,8,18,17,87,0.515,0.494,0.543,0.099,7.5,73.3,42.4,82.4,7.3,18.6,17.6,90.7,100.1,NOP
