Player,Year,Team,Stat,Value-Stat
Amir Johnson,2011,TOR,ORB,2.6
Andris Biedriņš,2011,GSW,ORB,2.5
Brook Lopez,2011,NJN,ORB,2.4
Al Horford,2011,ATL,ORB,2.4
Tim Duncan,2011,SAS,ORB,2.2
David West,2011,NOH,ORB,2.2
Carlos Boozer,2011,CHI,ORB,2.2
Dwight Howard,2011,ORL,FT,7.0
LeBron James,2011,MIA,FT,6.4
Kobe Bryant,2011,LAL,FT,5.9
Dirk Nowitzki,2011,DAL,FT,5.4
Chris Bosh,2011,MIA,FT,5.0
Paul Pierce,2011,BOS,FT,4.8
Brook Lopez,2011,NJN,FT,4.7
Rodney Stuckey,2011,DET,FT,4.7
Manu Ginóbili,2011,SAS,FT,4.5
John Wall,2011,WAS,FT,4.4
Andrea Bargnani,2011,TOR,FT,4.3
Chris Paul,2011,NOH,FT,4.2
Corey Maggette,2011,MIL,FT,4.0
DeMar DeRozan,2011,TOR,FT,4.0
David West,2011,NOH,FT,3.8
Chris Paul,2011,NOH,STL,2.4
John Wall,2011,WAS,STL,1.8
Tony Allen,2011,MEM,STL,1.8
LeBron James,2011,MIA,STL,1.6
Andray Blatche,2011,WAS,STL,1.5
Stephen Curry,2011,GSW,STL,1.5
Andre Iguodala,2011,PHI,STL,1.5
Dorell Wright,2011,GSW,STL,1.5
Manu Ginóbili,2011,SAS,STL,1.5
Jrue Holiday,2011,PHI,STL,1.5
Dwight Howard,2011,ORL,STL,1.4
Andrei Kirilenko,2011,UTA,STL,1.3
Kobe Bryant,2011,LAL,STL,1.2
Tony Parker,2011,SAS,STL,1.2
DeJuan Blair,2011,SAS,STL,1.2
Dwight Howard,2011,ORL,BLK,2.4
Al Jefferson,2011,UTA,BLK,1.9
Tim Duncan,2011,SAS,BLK,1.9
Emeka Okafor,2011,NOH,BLK,1.8
Samuel Dalembert,2011,SAC,BLK,1.5
Brook Lopez,2011,NJN,BLK,1.5
Elton Brand,2011,PHI,BLK,1.3
Andrei Kirilenko,2011,UTA,BLK,1.2
Amir Johnson,2011,TOR,BLK,1.2
Larry Sanders,2011,MIL,BLK,1.2
Al Horford,2011,ATL,BLK,1.0
David West,2011,NOH,BLK,0.9
Andris Biedriņš,2011,GSW,BLK,0.9
Erick Dampier,2011,MIA,BLK,0.9
Dorell Wright,2011,GSW,BLK,0.8
Dorell Wright,2011,GSW,3P,2.4
Stephen Curry,2011,GSW,3P,2.0
Manu Ginóbili,2011,SAS,3P,1.9
Daniel Gibson,2011,CLE,3P,1.8
Charlie Villanueva,2011,DET,3P,1.6
Matt Bonner,2011,SAS,3P,1.6
Jordan Farmar,2011,NJN,3P,1.5
James Jones,2011,MIA,3P,1.5
Rudy Fernández,2011,POR,3P,1.5
Jason Terry,2011,DAL,3P,1.5
Kobe Bryant,2011,LAL,3P,1.4
O.J. Mayo,2011,MEM,3P,1.4
Paul Pierce,2011,BOS,3P,1.4
Brandon Rush,2011,IND,3P,1.4
Ben Gordon,2011,DET,3P,1.3
Brandon Rush,2012,GSW,PTS,9.8
Tony Allen,2012,MEM,PTS,9.8
DeJuan Blair,2012,SAS,PTS,9.5
Chandler Parsons,2012,HOU,PTS,9.5
Tyler Hansbrough,2012,IND,PTS,9.3
Tiago Splitter,2012,SAS,PTS,9.3
Carlos Delfino,2012,MIL,PTS,9.0
Rodrigue Beaubois,2012,DAL,PTS,8.9
Landry Fields,2012,NYK,PTS,8.8
Michael Redd,2012,PHO,PTS,8.2
Kawhi Leonard,2012,SAS,PTS,7.9
Kevin Séraphin,2012,WAS,PTS,7.9
Zaza Pachulia,2012,ATL,PTS,7.8
Willie Green,2012,ATL,PTS,7.6
Samuel Dalembert,2012,HOU,PTS,7.5
Chris Paul,2012,LAC,AST,9.1
John Wall,2012,WAS,AST,8.0
Tony Parker,2012,SAS,AST,7.7
LeBron James,2012,MIA,AST,6.2
Andre Iguodala,2012,PHI,AST,5.5
Darren Collison,2012,IND,AST,4.8
Kobe Bryant,2012,LAL,AST,4.6
Paul Pierce,2012,BOS,AST,4.5
Jrue Holiday,2012,PHI,AST,4.5
Kemba Walker,2012,CHA,AST,4.4
Rodney Stuckey,2012,DET,AST,3.8
Jason Terry,2012,DAL,AST,3.6
Rodrigue Beaubois,2012,DAL,AST,2.9
Landry Fields,2012,NYK,AST,2.6
O.J. Mayo,2012,MEM,AST,2.6
Al Jefferson,2012,UTA,DRB,7.4
Tim Duncan,2012,SAS,DRB,7.1
Carlos Boozer,2012,CHI,DRB,6.8
LeBron James,2012,MIA,DRB,6.4
Chris Bosh,2012,MIA,DRB,6.3
Dirk Nowitzki,2012,DAL,DRB,6.0
Joakim Noah,2012,CHI,DRB,6.0
Udonis Haslem,2012,MIA,DRB,5.5
Zaza Pachulia,2012,ATL,DRB,5.2
Andre Iguodala,2012,PHI,DRB,5.2
David West,2012,IND,DRB,4.8
Paul George,2012,IND,DRB,4.8
Elton Brand,2012,PHI,DRB,4.7
Luis Scola,2012,HOU,DRB,4.6
Samuel Dalembert,2012,HOU,DRB,4.6
Joakim Noah,2012,CHI,ORB,3.8
Dwight Howard,2012,ORL,ORB,3.7
Zaza Pachulia,2012,ATL,ORB,2.7
Elton Brand,2012,PHI,ORB,2.4
Samuel Dalembert,2012,HOU,ORB,2.4
DeJuan Blair,2012,SAS,ORB,2.4
Amir Johnson,2012,TOR,ORB,2.3
Al Jefferson,2012,UTA,ORB,2.2
Jason Maxiell,2012,DET,ORB,1.9
Nick Collison,2012,OKC,ORB,1.9
Tim Duncan,2012,SAS,ORB,1.9
Kevin Séraphin,2012,WAS,ORB,1.8
David West,2012,IND,ORB,1.8
Luis Scola,2012,HOU,ORB,1.8
Udonis Haslem,2012,MIA,ORB,1.8
Kobe Bryant,2012,LAL,FT,6.6
LeBron James,2012,MIA,FT,6.2
Dwight Howard,2012,ORL,FT,5.2
Dirk Nowitzki,2012,DAL,FT,5.1
Rodney Stuckey,2012,DET,FT,4.9
Paul Pierce,2012,BOS,FT,4.8
John Wall,2012,WAS,FT,4.8
Chris Paul,2012,LAC,FT,4.3
DeMar DeRozan,2012,TOR,FT,4.3
Chris Bosh,2012,MIA,FT,4.0
Tony Parker,2012,SAS,FT,3.8
Tyler Hansbrough,2012,IND,FT,3.4
Tim Duncan,2012,SAS,FT,3.0
Kemba Walker,2012,CHA,FT,2.5
Tony Allen,2012,MEM,FT,2.4
Chris Paul,2012,LAC,STL,2.5
LeBron James,2012,MIA,STL,1.9
Tony Allen,2012,MEM,STL,1.8
Andre Iguodala,2012,PHI,STL,1.7
Paul George,2012,IND,STL,1.6
Jrue Holiday,2012,PHI,STL,1.6
Dwight Howard,2012,ORL,STL,1.5
Carlos Delfino,2012,MIL,STL,1.5
John Wall,2012,WAS,STL,1.4
Kawhi Leonard,2012,SAS,STL,1.3
Kobe Bryant,2012,LAL,STL,1.2
Jason Terry,2012,DAL,STL,1.2
Landry Fields,2012,NYK,STL,1.2
Chandler Parsons,2012,HOU,STL,1.2
Rodrigue Beaubois,2012,DAL,STL,1.1
Dwight Howard,2012,ORL,BLK,2.1
Al Jefferson,2012,UTA,BLK,1.7
Samuel Dalembert,2012,HOU,BLK,1.7
Elton Brand,2012,PHI,BLK,1.6
Greg Stiemsma,2012,BOS,BLK,1.5
Tim Duncan,2012,SAS,BLK,1.5
Larry Sanders,2012,MIL,BLK,1.5
Joakim Noah,2012,CHI,BLK,1.4
Kevin Séraphin,2012,WAS,BLK,1.3
Amir Johnson,2012,TOR,BLK,1.1
Robin Lopez,2012,PHO,BLK,0.9
Brandon Bass,2012,BOS,BLK,0.9
Brandon Rush,2012,GSW,BLK,0.9
John Wall,2012,WAS,BLK,0.9
Jason Maxiell,2012,DET,BLK,0.8
Jason Terry,2012,DAL,3P,2.2
Dorell Wright,2012,GSW,3P,1.7
Klay Thompson,2012,GSW,3P,1.7
Matt Bonner,2012,SAS,3P,1.6
Carlos Delfino,2012,MIL,3P,1.6
Paul Pierce,2012,BOS,3P,1.6
Kobe Bryant,2012,LAL,3P,1.5
O.J. Mayo,2012,MEM,3P,1.5
Brandon Rush,2012,GSW,3P,1.5
Paul George,2012,IND,3P,1.4
Dirk Nowitzki,2012,DAL,3P,1.3
Chris Paul,2012,LAC,3P,1.3
Ben Gordon,2012,DET,3P,1.2
Andre Iguodala,2012,PHI,3P,1.2
Anthony Parker,2012,CLE,3P,1.0
Will Bynum,2013,DET,PTS,9.8
Richard Hamilton,2013,CHI,PTS,9.8
Larry Sanders,2013,MIL,PTS,9.8
Emeka Okafor,2013,WAS,PTS,9.7
Dorell Wright,2013,PHI,PTS,9.2
Kevin Séraphin,2013,WAS,PTS,9.1
Tony Allen,2013,MEM,PTS,8.9
Chris Copeland,2013,NYK,PTS,8.7
Brandon Bass,2013,BOS,PTS,8.7
E'Twaun Moore,2013,ORL,PTS,7.8
Elton Brand,2013,DAL,PTS,7.2
Tyler Hansbrough,2013,IND,PTS,7.0
Jason Maxiell,2013,DET,PTS,6.9
Charlie Villanueva,2013,DET,PTS,6.8
C.J. Watson,2013,BRK,PTS,6.8
Chris Paul,2013,LAC,AST,9.7
Jrue Holiday,2013,PHI,AST,8.0
Tony Parker,2013,SAS,AST,7.6
Ricky Rubio,2013,MIN,AST,7.3
LeBron James,2013,MIA,AST,7.3
Stephen Curry,2013,GSW,AST,6.9
Steve Nash,2013,LAL,AST,6.7
Damian Lillard,2013,POR,AST,6.5
Kobe Bryant,2013,LAL,AST,6.0
Kemba Walker,2013,CHA,AST,5.7
Andre Iguodala,2013,DEN,AST,5.4
Darren Collison,2013,DAL,AST,5.1
Paul Pierce,2013,BOS,AST,4.8
Manu Ginóbili,2013,SAS,AST,4.6
Jamaal Tinsley,2013,UTA,AST,4.4
Dwight Howard,2013,LAL,DRB,9.1
Tim Duncan,2013,SAS,DRB,8.1
Al Horford,2013,ATL,DRB,7.6
Carlos Boozer,2013,CHI,DRB,7.5
Joakim Noah,2013,CHI,DRB,7.2
Al Jefferson,2013,UTA,DRB,7.2
LeBron James,2013,MIA,DRB,6.8
Paul George,2013,IND,DRB,6.5
Larry Sanders,2013,MIL,DRB,6.3
Dirk Nowitzki,2013,DAL,DRB,6.2
Emeka Okafor,2013,WAS,DRB,6.2
Paul Pierce,2013,BOS,DRB,5.7
David West,2013,IND,DRB,5.7
Anthony Davis,2013,NOH,DRB,5.6
Nikola Peković,2013,MIN,DRB,5.1
Joakim Noah,2013,CHI,ORB,3.9
Nikola Peković,2013,MIN,ORB,3.7
Dwight Howard,2013,LAL,ORB,3.3
Larry Sanders,2013,MIL,ORB,3.2
Robin Lopez,2013,NOH,ORB,2.8
Brook Lopez,2013,BRK,ORB,2.8
Amir Johnson,2013,TOR,ORB,2.8
Al Horford,2013,ATL,ORB,2.6
Anthony Davis,2013,NOH,ORB,2.6
Emeka Okafor,2013,WAS,ORB,2.5
Zaza Pachulia,2013,ATL,ORB,2.5
Carlos Boozer,2013,CHI,ORB,2.2
David West,2013,IND,ORB,2.0
Andray Blatche,2013,BRK,ORB,2.0
Al Jefferson,2013,UTA,ORB,2.0
Kobe Bryant,2013,LAL,FT,6.7
LeBron James,2013,MIA,FT,5.3
Dwight Howard,2013,LAL,FT,4.7
Paul Pierce,2013,BOS,FT,4.3
DeMar DeRozan,2013,TOR,FT,4.3
Tony Parker,2013,SAS,FT,4.2
Chris Paul,2013,LAC,FT,4.1
Brook Lopez,2013,BRK,FT,4.0
Nikola Peković,2013,MIN,FT,3.9
Ricky Rubio,2013,MIN,FT,3.7
Tim Duncan,2013,SAS,FT,3.6
Kemba Walker,2013,CHA,FT,3.6
Stephen Curry,2013,GSW,FT,3.4
Chris Bosh,2013,MIA,FT,3.3
David West,2013,IND,FT,3.3
Ricky Rubio,2013,MIN,STL,2.4
Chris Paul,2013,LAC,STL,2.4
Kemba Walker,2013,CHA,STL,2.0
Paul George,2013,IND,STL,1.8
LeBron James,2013,MIA,STL,1.7
Andre Iguodala,2013,DEN,STL,1.7
Kawhi Leonard,2013,SAS,STL,1.7
Jrue Holiday,2013,PHI,STL,1.6
Stephen Curry,2013,GSW,STL,1.6
Andrei Kirilenko,2013,MIN,STL,1.5
Tony Allen,2013,MEM,STL,1.5
Kobe Bryant,2013,LAL,STL,1.4
Manu Ginóbili,2013,SAS,STL,1.3
Darren Collison,2013,DAL,STL,1.2
Joakim Noah,2013,CHI,STL,1.2
Larry Sanders,2013,MIL,BLK,2.8
Tim Duncan,2013,SAS,BLK,2.7
Dwight Howard,2013,LAL,BLK,2.4
Joakim Noah,2013,CHI,BLK,2.1
Brook Lopez,2013,BRK,BLK,2.1
Anthony Davis,2013,NOH,BLK,1.8
Robin Lopez,2013,NOH,BLK,1.6
Amir Johnson,2013,TOR,BLK,1.4
Chris Bosh,2013,MIA,BLK,1.4
Elton Brand,2013,DAL,BLK,1.3
Jason Maxiell,2013,DET,BLK,1.3
Greg Stiemsma,2013,MIN,BLK,1.2
Al Horford,2013,ATL,BLK,1.1
Al Jefferson,2013,UTA,BLK,1.1
Andrei Kirilenko,2013,MIN,BLK,1.0
Stephen Curry,2013,GSW,3P,3.5
Klay Thompson,2013,GSW,3P,2.6
Carlos Delfino,2013,HOU,3P,2.4
Damian Lillard,2013,POR,3P,2.3
Paul George,2013,IND,3P,2.2
Chandler Parsons,2013,HOU,3P,2.0
Paul Pierce,2013,BOS,3P,1.9
Martell Webster,2013,WAS,3P,1.8
Kobe Bryant,2013,LAL,3P,1.7
Dorell Wright,2013,PHI,3P,1.7
O.J. Mayo,2013,DAL,3P,1.7
Bradley Beal,2013,WAS,3P,1.6
Jason Terry,2013,BOS,3P,1.6
Alan Anderson,2013,TOR,3P,1.5
Ben Gordon,2013,CHA,3P,1.5
Martell Webster,2014,WAS,PTS,9.7
Ricky Rubio,2014,MIN,PTS,9.5
Andre Iguodala,2014,GSW,PTS,9.3
Tony Allen,2014,MEM,PTS,9.0
Will Bynum,2014,DET,PTS,8.7
Mirza Teletović,2014,BRK,PTS,8.6
J.J. Barea,2014,MIN,PTS,8.4
Tiago Splitter,2014,SAS,PTS,8.2
Kendall Marshall,2014,LAL,PTS,8.0
Ryan Kelly,2014,LAL,PTS,8.0
Michael Beasley,2014,MIA,PTS,7.9
Zaza Pachulia,2014,MIL,PTS,7.7
Luis Scola,2014,IND,PTS,7.6
Alan Anderson,2014,BRK,PTS,7.2
Pero Antić,2014,ATL,PTS,7.0
Kendall Marshall,2014,LAL,AST,8.8
John Wall,2014,WAS,AST,8.8
Ricky Rubio,2014,MIN,AST,8.6
Stephen Curry,2014,GSW,AST,8.5
LeBron James,2014,MIA,AST,6.3
Kemba Walker,2014,CHA,AST,6.1
Tony Parker,2014,SAS,AST,5.7
Damian Lillard,2014,POR,AST,5.6
Joakim Noah,2014,CHI,AST,5.4
Manu Ginóbili,2014,SAS,AST,4.3
Andre Iguodala,2014,GSW,AST,4.2
DeMar DeRozan,2014,TOR,AST,4.0
Chandler Parsons,2014,HOU,AST,4.0
Will Bynum,2014,DET,AST,3.9
J.J. Barea,2014,MIN,AST,3.8
Dwight Howard,2014,HOU,DRB,8.9
Al Jefferson,2014,CHA,DRB,8.7
Joakim Noah,2014,CHI,DRB,7.7
Tim Duncan,2014,SAS,DRB,7.6
Anthony Davis,2014,NOP,DRB,7.0
Carlos Boozer,2014,CHI,DRB,6.5
Paul George,2014,IND,DRB,6.0
LeBron James,2014,MIA,DRB,5.9
Dirk Nowitzki,2014,DAL,DRB,5.7
Chris Bosh,2014,MIA,DRB,5.4
David West,2014,IND,DRB,5.3
Kawhi Leonard,2014,SAS,DRB,5.1
Jared Sullinger,2014,BOS,DRB,4.9
Nikola Peković,2014,MIN,DRB,4.9
Robin Lopez,2014,POR,DRB,4.6
Robin Lopez,2014,POR,ORB,4.0
Nikola Peković,2014,MIN,ORB,3.8
Joakim Noah,2014,CHI,ORB,3.5
Dwight Howard,2014,HOU,ORB,3.3
Jared Sullinger,2014,BOS,ORB,3.3
Anthony Davis,2014,NOP,ORB,3.1
Zaza Pachulia,2014,MIL,ORB,2.7
Samuel Dalembert,2014,DAL,ORB,2.5
Amir Johnson,2014,TOR,ORB,2.2
Tim Duncan,2014,SAS,ORB,2.1
Al Jefferson,2014,CHA,ORB,2.1
Tiago Splitter,2014,SAS,ORB,2.1
Brandon Bass,2014,BOS,ORB,2.0
Tyler Hansbrough,2014,TOR,ORB,1.9
Jeremy Evans,2014,UTA,ORB,1.8
DeMar DeRozan,2014,TOR,FT,6.6
LeBron James,2014,MIA,FT,5.7
Anthony Davis,2014,NOP,FT,5.2
Paul George,2014,IND,FT,5.0
Dwight Howard,2014,HOU,FT,4.9
Chris Paul,2014,LAC,FT,4.8
Damian Lillard,2014,POR,FT,4.5
Dirk Nowitzki,2014,DAL,FT,4.2
Stephen Curry,2014,GSW,FT,3.9
Kemba Walker,2014,CHA,FT,3.9
John Wall,2014,WAS,FT,3.9
Nikola Peković,2014,MIN,FT,3.4
Paul Pierce,2014,BRK,FT,3.4
Rodney Stuckey,2014,DET,FT,3.3
Joakim Noah,2014,CHI,FT,3.1
Chris Paul,2014,LAC,STL,2.5
Ricky Rubio,2014,MIN,STL,2.3
Paul George,2014,IND,STL,1.9
John Wall,2014,WAS,STL,1.8
Kawhi Leonard,2014,SAS,STL,1.7
LeBron James,2014,MIA,STL,1.6
Tony Allen,2014,MEM,STL,1.6
Stephen Curry,2014,GSW,STL,1.6
Andre Iguodala,2014,GSW,STL,1.5
Anthony Davis,2014,NOP,STL,1.3
Chandler Parsons,2014,HOU,STL,1.2
Joakim Noah,2014,CHI,STL,1.2
Draymond Green,2014,GSW,STL,1.2
Darren Collison,2014,LAC,STL,1.2
Kemba Walker,2014,CHA,STL,1.2
Anthony Davis,2014,NOP,BLK,2.8
Tim Duncan,2014,SAS,BLK,1.9
Dwight Howard,2014,HOU,BLK,1.8
Robin Lopez,2014,POR,BLK,1.7
Joakim Noah,2014,CHI,BLK,1.5
Kyle O'Quinn,2014,ORL,BLK,1.3
Samuel Dalembert,2014,DAL,BLK,1.2
Elton Brand,2014,ATL,BLK,1.2
Al Jefferson,2014,CHA,BLK,1.1
Amir Johnson,2014,TOR,BLK,1.1
Chris Bosh,2014,MIA,BLK,1.0
Greg Stiemsma,2014,NOP,BLK,1.0
Jeff Withey,2014,NOP,BLK,0.9
Ian Mahinmi,2014,IND,BLK,0.9
Brandon Bass,2014,BOS,BLK,0.9
Stephen Curry,2014,GSW,3P,3.3
Klay Thompson,2014,GSW,3P,2.8
Damian Lillard,2014,POR,3P,2.7
Paul George,2014,IND,3P,2.3
Martell Webster,2014,WAS,3P,1.9
Mirza Teletović,2014,BRK,3P,1.9
Bradley Beal,2014,WAS,3P,1.9
Chandler Parsons,2014,HOU,3P,1.8
Dirk Nowitzki,2014,DAL,3P,1.6
O.J. Mayo,2014,MIL,3P,1.6
LeBron James,2014,MIA,3P,1.5
Paul Pierce,2014,BRK,3P,1.5
Khris Middleton,2014,MIL,3P,1.5
Kemba Walker,2014,CHA,3P,1.5
Kendall Marshall,2014,LAL,3P,1.3
Robin Lopez,2015,POR,PTS,9.6
Luis Scola,2015,IND,PTS,9.4
Amir Johnson,2015,TOR,PTS,9.3
Chris Kaman,2015,POR,PTS,8.6
Tony Allen,2015,MEM,PTS,8.6
Rudy Gobert,2015,UTA,PTS,8.4
Zaza Pachulia,2015,MIL,PTS,8.3
Tiago Splitter,2015,SAS,PTS,8.2
Andre Iguodala,2015,GSW,PTS,7.8
Marcus Smart,2015,BOS,PTS,7.8
Steven Adams,2015,OKC,PTS,7.7
Cody Zeller,2015,CHO,PTS,7.6
J.J. Barea,2015,DAL,PTS,7.5
Alan Anderson,2015,BRK,PTS,7.4
Joakim Noah,2015,CHI,PTS,7.2
Stephen Curry,2015,GSW,AST,7.7
LeBron James,2015,CLE,AST,7.4
Damian Lillard,2015,POR,AST,6.2
Kemba Walker,2015,CHO,AST,5.1
Tony Parker,2015,SAS,AST,4.9
Joakim Noah,2015,CHI,AST,4.7
Manu Ginóbili,2015,SAS,AST,4.2
Draymond Green,2015,GSW,AST,3.7
Zach LaVine,2015,MIN,AST,3.6
C.J. Watson,2015,IND,AST,3.6
DeMar DeRozan,2015,TOR,AST,3.5
David West,2015,IND,AST,3.4
J.J. Barea,2015,DAL,AST,3.4
Al Horford,2015,ATL,AST,3.2
Marcus Smart,2015,BOS,AST,3.1
Anthony Davis,2015,NOP,DRB,7.7
Al Jefferson,2015,CHO,DRB,6.9
Tim Duncan,2015,SAS,DRB,6.9
Draymond Green,2015,GSW,DRB,6.7
Joakim Noah,2015,CHI,DRB,6.4
Rudy Gobert,2015,UTA,DRB,6.2
Kawhi Leonard,2015,SAS,DRB,5.9
Giannis Antetokounmpo,2015,MIL,DRB,5.5
Al Horford,2015,ATL,DRB,5.4
Dirk Nowitzki,2015,DAL,DRB,5.4
LeBron James,2015,CLE,DRB,5.3
David West,2015,IND,DRB,5.2
Carlos Boozer,2015,LAL,DRB,5.2
Jared Sullinger,2015,BOS,DRB,5.1
Luis Scola,2015,IND,DRB,4.8
Joakim Noah,2015,CHI,ORB,3.3
Robin Lopez,2015,POR,ORB,3.2
Rudy Gobert,2015,UTA,ORB,3.2
Brook Lopez,2015,BRK,ORB,3.0
Steven Adams,2015,OKC,ORB,2.8
Zaza Pachulia,2015,MIL,ORB,2.7
Anthony Davis,2015,NOP,ORB,2.5
Jared Sullinger,2015,BOS,ORB,2.5
Tim Duncan,2015,SAS,ORB,2.2
Amir Johnson,2015,TOR,ORB,2.1
Chris Kaman,2015,POR,ORB,2.0
Donatas Motiejūnas,2015,HOU,ORB,1.9
Tiago Splitter,2015,SAS,ORB,1.8
Luis Scola,2015,IND,ORB,1.7
Al Horford,2015,ATL,ORB,1.7
DeMar DeRozan,2015,TOR,FT,6.0
Anthony Davis,2015,NOP,FT,5.5
LeBron James,2015,CLE,FT,5.4
Damian Lillard,2015,POR,FT,4.2
Stephen Curry,2015,GSW,FT,3.9
Kemba Walker,2015,CHO,FT,3.8
John Wall,2015,WAS,FT,3.6
Chris Paul,2015,LAC,FT,3.5
Dirk Nowitzki,2015,DAL,FT,3.3
Kawhi Leonard,2015,SAS,FT,3.2
Giannis Antetokounmpo,2015,MIL,FT,3.2
Brook Lopez,2015,BRK,FT,3.1
Tim Duncan,2015,SAS,FT,3.0
Klay Thompson,2015,GSW,FT,2.9
Rodney Stuckey,2015,IND,FT,2.5
Kawhi Leonard,2015,SAS,STL,2.3
Stephen Curry,2015,GSW,STL,2.0
Tony Allen,2015,MEM,STL,2.0
Chris Paul,2015,LAC,STL,1.9
John Wall,2015,WAS,STL,1.7
LeBron James,2015,CLE,STL,1.6
Draymond Green,2015,GSW,STL,1.6
Marcus Smart,2015,BOS,STL,1.5
Anthony Davis,2015,NOP,STL,1.5
Khris Middleton,2015,MIL,STL,1.5
Kemba Walker,2015,CHO,STL,1.4
Andre Iguodala,2015,GSW,STL,1.2
Shane Larkin,2015,NYK,STL,1.2
DeMar DeRozan,2015,TOR,STL,1.2
Bradley Beal,2015,WAS,STL,1.2
Anthony Davis,2015,NOP,BLK,2.9
Rudy Gobert,2015,UTA,BLK,2.3
Tim Duncan,2015,SAS,BLK,2.0
Brook Lopez,2015,BRK,BLK,1.8
Robin Lopez,2015,POR,BLK,1.4
Al Horford,2015,ATL,BLK,1.3
Al Jefferson,2015,CHO,BLK,1.3
Draymond Green,2015,GSW,BLK,1.3
Steven Adams,2015,OKC,BLK,1.2
Joakim Noah,2015,CHI,BLK,1.1
Giannis Antetokounmpo,2015,MIL,BLK,1.0
Cody Zeller,2015,CHO,BLK,0.8
Amir Johnson,2015,TOR,BLK,0.8
Kawhi Leonard,2015,SAS,BLK,0.8
Ian Mahinmi,2015,IND,BLK,0.8
Stephen Curry,2015,GSW,3P,3.6
Klay Thompson,2015,GSW,3P,3.1
Damian Lillard,2015,POR,3P,2.4
Chandler Parsons,2015,DAL,3P,2.0
Kentavious Caldwell-Pope,2015,DET,3P,1.9
LeBron James,2015,CLE,3P,1.7
Chris Paul,2015,LAC,3P,1.7
Bradley Beal,2015,WAS,3P,1.7
Paul Pierce,2015,WAS,3P,1.6
Jason Terry,2015,HOU,3P,1.6
Khris Middleton,2015,MIL,3P,1.4
Marcus Smart,2015,BOS,3P,1.4
O.J. Mayo,2015,MIL,3P,1.4
Draymond Green,2015,GSW,3P,1.4
Kemba Walker,2015,CHO,3P,1.4
Manu Ginóbili,2016,SAS,PTS,9.6
Ian Mahinmi,2016,IND,PTS,9.3
Marcus Smart,2016,BOS,PTS,9.1
Rudy Gobert,2016,UTA,PTS,9.1
Rodney Stuckey,2016,IND,PTS,8.9
Luis Scola,2016,TOR,PTS,8.7
Cody Zeller,2016,CHO,PTS,8.7
Tim Duncan,2016,SAS,PTS,8.6
Zaza Pachulia,2016,DAL,PTS,8.6
Tony Allen,2016,MEM,PTS,8.4
Meyers Leonard,2016,POR,PTS,8.4
Steven Adams,2016,OKC,PTS,8.0
Darrell Arthur,2016,DEN,PTS,7.5
E'Twaun Moore,2016,CHI,PTS,7.5
Amir Johnson,2016,BOS,PTS,7.3
Ricky Rubio,2016,MIN,AST,8.7
Draymond Green,2016,GSW,AST,7.4
LeBron James,2016,CLE,AST,6.8
Damian Lillard,2016,POR,AST,6.8
Stephen Curry,2016,GSW,AST,6.7
Jrue Holiday,2016,NOP,AST,6.0
Tony Parker,2016,SAS,AST,5.3
Kemba Walker,2016,CHO,AST,5.2
T.J. McConnell,2016,PHI,AST,4.5
Shane Larkin,2016,BRK,AST,4.4
Darren Collison,2016,SAC,AST,4.3
Giannis Antetokounmpo,2016,MIL,AST,4.3
Khris Middleton,2016,MIL,AST,4.2
Paul George,2016,IND,AST,4.1
J.J. Barea,2016,DAL,AST,4.1
Hassan Whiteside,2016,MIA,DRB,8.6
Dwight Howard,2016,HOU,DRB,8.4
Anthony Davis,2016,NOP,DRB,8.1
Julius Randle,2016,LAL,DRB,8.1
Draymond Green,2016,GSW,DRB,7.8
Karl-Anthony Towns,2016,MIN,DRB,7.7
Rudy Gobert,2016,UTA,DRB,7.5
Chris Bosh,2016,MIA,DRB,6.5
Zaza Pachulia,2016,DAL,DRB,6.2
Giannis Antetokounmpo,2016,MIL,DRB,6.2
Paul George,2016,IND,DRB,6.0
LeBron James,2016,CLE,DRB,6.0
Jared Sullinger,2016,BOS,DRB,5.9
Dirk Nowitzki,2016,DAL,DRB,5.8
Al Horford,2016,ATL,DRB,5.5
Dwight Howard,2016,HOU,ORB,3.4
Rudy Gobert,2016,UTA,ORB,3.4
Zaza Pachulia,2016,DAL,ORB,3.3
Robin Lopez,2016,NYK,ORB,3.3
Hassan Whiteside,2016,MIA,ORB,3.3
Brook Lopez,2016,BRK,ORB,2.8
Karl-Anthony Towns,2016,MIN,ORB,2.8
Steven Adams,2016,OKC,ORB,2.7
Clint Capela,2016,HOU,ORB,2.5
Jared Sullinger,2016,BOS,ORB,2.4
Amir Johnson,2016,BOS,ORB,2.3
Nikola Jokić,2016,DEN,ORB,2.3
Julius Randle,2016,LAL,ORB,2.1
Anthony Davis,2016,NOP,ORB,2.1
Ian Mahinmi,2016,IND,ORB,1.9
DeMar DeRozan,2016,TOR,FT,7.1
Paul George,2016,IND,FT,5.6
Damian Lillard,2016,POR,FT,5.5
Anthony Davis,2016,NOP,FT,5.3
LeBron James,2016,CLE,FT,4.7
Kemba Walker,2016,CHO,FT,4.6
Stephen Curry,2016,GSW,FT,4.6
Brook Lopez,2016,BRK,FT,4.3
Kawhi Leonard,2016,SAS,FT,4.1
Chris Paul,2016,LAC,FT,4.0
Chris Bosh,2016,MIA,FT,4.0
Giannis Antetokounmpo,2016,MIL,FT,3.7
John Wall,2016,WAS,FT,3.5
Ricky Rubio,2016,MIN,FT,3.5
